sample_id,source_doi,alloy,alloy_family,base_element,AM_process,AM_subprocess,machine,laser_power_W,scan_speed_mm_s,hatch_spacing_um,layer_thickness_um,beam_diameter_um,build_orientation,specimen_orientation,heat_treatment,density_g_cm3,melting_temp_C,thermal_conductivity_W_mK,specific_heat_J_kgK,CTE_1e6_K,relative_density_percent,porosity_percent,grain_size_um,grain_morphology,texture_intensity_MRD,matrix_phase,secondary_phases,microstructure_notes,yield_strength_MPa,UTS_MPa,elongation_percent,hardness_HV,elastic_modulus_GPa,surface_roughness_Ra_um,quality_score
demo_0297,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,WAAM lab system,353.51,915.281,86.41,20.0,120,XY,45deg,as-built,7.8,1420,16.0,460,10.4,98.427,1.504,17.615,columnar,3.94,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,939.02,1119.29,9.12,304.06,203.48,17.61,C
demo_0298,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Renishaw AM250,290.33,637.556,103.84,20.0,70,XY,45deg,annealed,7.99,1385,16.2,500,16.0,98.791,1.26,14.693,columnar,3.75,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",462.53,556.2,34.74,220.34,188.13,12.43,B
demo_0299,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Arcam Q10,281.5,531.084,113.38,30.0,1000,XY,45deg,solution treated,2.68,580,160.0,910,20.5,98.723,1.15,8.954,mixed columnar-equiaxed,1.79,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,350.3,596.92,11.18,103.83,61.67,17.4,B
demo_0300,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,DED,L-DED,Renishaw AM250,983.84,25.568,431.95,677.02,100,Z,45deg,as-built,4.43,1660,7.1,560,8.6,98.915,1.146,54.486,columnar,1.7,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1021.34,1204.77,8.48,339.39,105.07,22.34,C
demo_0301,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Optomec LENS,247.21,777.698,92.0,40.0,70,XY,45deg,solution treated,2.68,580,160.0,910,20.5,98.781,1.313,19.548,dendritic,3.95,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,349.75,564.83,6.77,101.84,63.28,14.52,C
demo_0302,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,E-PBF,SLM 280,1787.0,1162.388,193.91,70.0,120,XY,vertical,as-built,7.99,1385,16.2,500,16.0,99.106,0.888,4.185,equiaxed,2.58,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",519.07,696.17,31.57,201.23,199.12,17.71,A
demo_0303,demo_synthetic_literature_style,316L,stainless steel,Fe,DED,WAAM,Arcam Q10,1913.24,3.023,2419.98,529.97,500,XY,vertical,stress relieved,7.99,1385,16.2,500,16.0,98.121,2.003,46.25,mixed columnar-equiaxed,2.92,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",418.4,612.13,32.0,93.48,184.72,30.04,B
demo_0304,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Concept Laser M2,196.43,642.458,109.8,30.0,500,Z,horizontal,HIP,7.99,1385,16.2,500,16.0,98.764,1.26,19.397,dendritic,1.0,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",560.21,741.63,32.57,178.24,192.02,13.61,A
demo_0305,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,DED,WAAM,EOS M290,2987.79,11.458,1701.59,1061.55,70,45deg,45deg,HIP,8.1,1413,14.2,452,10.3,98.78,1.161,74.701,dendritic,2.38,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1295.48,1453.78,8.57,441.87,196.16,24.62,A
demo_0306,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,EOS M290,238.77,804.911,101.12,60.0,120,XZ,horizontal,as-built,7.8,1420,16.0,460,10.4,98.588,1.431,8.249,equiaxed,2.53,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,1034.66,1266.18,7.29,314.39,207.16,13.69,C
demo_0307,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,DED,L-DED,Arcam Q10,1411.51,9.166,1127.95,518.86,80,45deg,horizontal,solution treated,8.44,1320,9.8,429,12.8,98.132,1.861,49.719,cellular,4.05,gamma,carbides/Laves possible,dendritic gamma matrix,663.9,887.77,24.68,211.81,218.7,30.2,A
demo_0308,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Optomec LENS,141.91,685.658,81.45,40.0,80,Z,horizontal,annealed,7.8,1420,16.0,460,10.4,98.17,1.802,14.549,columnar,1.63,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,782.4,1040.05,9.72,242.18,201.97,4.71,A
demo_0309,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,SLM 280,403.31,1214.917,74.14,20.0,100,XY,45deg,solution treated,7.99,1385,16.2,500,16.0,98.318,1.716,22.985,columnar,3.82,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",511.97,634.01,31.91,139.49,187.55,4.73,A
demo_0310,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,DED,WAAM,Concept Laser M2,1043.97,8.976,1068.89,1148.14,70,45deg,vertical,stress relieved,7.8,1427,28.6,460,10.4,98.964,0.932,81.185,dendritic,1.71,martensite,carbides,martensitic/carbide structure,1135.26,1367.3,10.95,397.11,206.22,25.34,B
demo_0311,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,Arcam Q10,268.05,1151.816,75.24,40.0,80,XY,45deg,stress relieved,7.8,1420,16.0,460,10.4,98.492,1.411,5.519,dendritic,1.16,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,871.4,970.44,10.75,241.14,193.16,22.75,C
demo_0312,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,EOS M290,413.89,923.086,74.84,60.0,120,Z,45deg,aged,8.1,1413,14.2,452,10.3,98.346,1.635,5.291,columnar,5.95,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1362.42,1605.01,5.39,413.47,182.52,20.12,B
demo_0313,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,EOS M290,192.29,1038.393,81.05,30.0,80,Z,vertical,HIP,4.43,1660,7.1,560,8.6,97.955,2.025,11.602,cellular,2.85,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1100.99,1330.1,9.17,363.24,112.42,5.39,B
demo_0314,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,Concept Laser M2,284.48,750.609,97.17,60.0,70,XZ,vertical,aged,8.19,1298,11.4,435,13.0,98.158,1.727,10.467,dendritic,2.44,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1283.81,1473.05,12.98,441.61,206.98,13.25,A
demo_0315,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,WAAM lab system,264.01,1405.186,100.65,20.0,500,45deg,horizontal,stress relieved,7.8,1427,28.6,460,10.4,99.362,0.647,11.174,columnar,2.66,martensite,carbides,martensitic/carbide structure,1222.55,1401.34,12.37,393.11,216.54,1.0,C
demo_0316,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,EOS M290,346.05,635.282,125.48,50.0,70,XY,45deg,aged,8.1,1413,14.2,452,10.3,98.783,1.184,14.656,mixed columnar-equiaxed,1.5,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1401.23,1529.37,9.92,436.29,185.86,19.86,A
demo_0317,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,Renishaw AM250,374.9,793.038,127.21,40.0,70,XZ,vertical,as-built,8.4,1390,13.0,450,14.0,98.758,1.178,8.031,columnar,2.46,FCC/HCP Co,carbides,cellular/dendritic CoCr,866.67,1097.7,7.39,240.48,221.1,13.41,C
demo_0318,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,DED,L-DED,WAAM lab system,1264.74,32.303,544.81,435.71,1000,XZ,vertical,annealed,2.68,580,160.0,910,20.5,98.77,1.289,48.437,columnar,2.53,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,232.8,418.24,5.9,70.0,65.97,21.27,B
demo_0319,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,EOS M290,230.84,774.202,113.76,20.0,100,45deg,horizontal,as-built,7.8,1427,28.6,460,10.4,99.078,0.839,11.17,dendritic,2.81,martensite,carbides,martensitic/carbide structure,1228.07,1394.54,8.1,421.44,208.77,8.1,A
demo_0320,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,Renishaw AM250,175.94,719.272,89.39,30.0,80,XZ,vertical,stress relieved,8.19,1298,11.4,435,13.0,98.928,1.251,22.079,mixed columnar-equiaxed,3.19,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1075.04,1324.87,16.49,325.84,210.83,14.17,B
demo_0321,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,PBF,L-PBF,EOS M290,148.65,1212.001,113.67,40.0,1000,45deg,horizontal,aged,7.8,1420,16.0,460,10.4,98.158,1.963,19.805,dendritic,3.18,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,1056.04,1157.88,6.73,349.7,193.22,2.75,C
demo_0322,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Concept Laser M2,215.4,983.55,127.06,60.0,80,Z,vertical,stress relieved,8.44,1320,9.8,429,12.8,98.452,1.534,16.178,columnar,2.28,gamma,carbides/Laves possible,dendritic gamma matrix,740.78,851.1,30.32,253.84,201.38,12.97,A
demo_0323,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Concept Laser M2,339.34,1126.816,95.65,20.0,500,45deg,horizontal,aged,7.99,1385,16.2,500,16.0,98.916,1.072,12.812,columnar,2.06,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",689.52,910.09,30.9,218.29,187.17,10.94,B
demo_0324,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,DED,WAAM,Renishaw AM250,1834.09,8.693,1233.86,546.86,100,XZ,vertical,as-built,7.8,1420,16.0,460,10.4,98.336,1.709,51.597,cellular,3.07,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,896.48,1111.69,9.8,286.73,201.22,31.38,A
demo_0325,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,WAAM lab system,255.28,707.373,101.43,40.0,70,Z,vertical,aged,7.99,1385,16.2,500,16.0,98.964,0.97,13.551,equiaxed,3.41,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",633.74,797.45,31.58,200.5,189.2,20.5,A
demo_0326,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,DED,L-DED,Optomec LENS,1558.22,26.205,1196.54,377.04,100,45deg,vertical,as-built,2.68,580,160.0,910,20.5,98.838,1.122,47.498,equiaxed,3.06,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,331.57,465.62,5.11,132.61,69.9,20.09,A
demo_0327,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,DED,L-DED,Renishaw AM250,1032.75,32.564,1045.47,262.48,100,45deg,45deg,HIP,8.44,1320,9.8,429,12.8,98.977,0.962,28.014,equiaxed,2.75,gamma,carbides/Laves possible,dendritic gamma matrix,732.77,908.54,31.48,256.82,207.18,23.68,B
demo_0328,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Concept Laser M2,155.24,1384.61,80.5,60.0,100,XZ,vertical,stress relieved,7.8,1427,28.6,460,10.4,97.996,2.066,2.0,cellular,4.78,martensite,carbides,martensitic/carbide structure,1222.95,1315.07,7.12,408.47,212.79,8.14,B
demo_0329,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Optomec LENS,180.75,1199.271,91.4,20.0,120,XY,45deg,HIP,8.44,1320,9.8,429,12.8,99.174,0.904,8.762,equiaxed,2.77,gamma,carbides/Laves possible,dendritic gamma matrix,818.89,1030.41,31.0,239.16,206.78,16.48,B
demo_0330,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,SLM 280,124.23,834.463,79.17,60.0,120,XZ,horizontal,as-built,8.44,1320,9.8,429,12.8,97.933,2.148,10.401,equiaxed,3.85,gamma,carbides/Laves possible,dendritic gamma matrix,768.85,954.9,25.5,232.79,211.91,13.21,B
demo_0331,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,DED,WAAM,Optomec LENS,981.34,5.062,1453.32,1802.23,100,XY,horizontal,stress relieved,2.68,580,160.0,910,20.5,98.649,1.374,109.828,columnar,3.62,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,125.14,226.06,7.83,90.23,69.42,14.6,B
demo_0332,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Optomec LENS,126.24,695.772,118.01,30.0,70,Z,vertical,annealed,7.99,1385,16.2,500,16.0,98.238,1.707,10.142,dendritic,3.86,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",543.34,738.27,33.65,186.67,183.34,4.03,A
demo_0333,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,DED,L-DED,SLM 280,806.91,33.775,1110.14,369.88,120,XY,45deg,solution treated,4.43,1660,7.1,560,8.6,98.2,1.718,39.929,columnar,2.7,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1014.86,1186.1,11.17,329.22,110.27,18.57,B
demo_0334,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,SLM 280,183.48,542.066,94.28,60.0,100,Z,horizontal,solution treated,8.9,1085,320.0,380,17.0,98.337,1.759,15.475,columnar,2.08,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",424.61,519.86,17.71,146.58,122.0,9.79,B
demo_0335,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,PBF,L-PBF,Optomec LENS,184.92,1494.279,106.28,60.0,70,Z,horizontal,as-built,8.1,1413,14.2,452,10.3,98.313,1.733,8.98,mixed columnar-equiaxed,4.78,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1239.55,1357.07,9.22,358.87,179.8,13.91,B
demo_0336,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,Optomec LENS,326.42,971.786,112.83,20.0,120,XZ,45deg,annealed,8.19,1298,11.4,435,13.0,99.399,0.58,13.053,cellular,4.39,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1109.88,1265.47,15.82,358.88,206.5,15.32,A
demo_0337,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,WAAM lab system,197.58,1319.739,70.18,60.0,70,XZ,45deg,as-built,4.43,1660,7.1,560,8.6,98.824,1.273,17.864,equiaxed,5.22,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1064.65,1180.92,13.54,357.0,130.36,4.85,C
demo_0338,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Concept Laser M2,180.47,1050.964,73.53,20.0,1000,Z,horizontal,as-built,7.8,1427,28.6,460,10.4,98.727,1.346,19.975,equiaxed,4.2,martensite,carbides,martensitic/carbide structure,1132.23,1326.61,12.32,395.97,213.0,13.23,A
demo_0339,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,Arcam Q10,127.48,1011.27,118.7,50.0,80,XY,45deg,stress relieved,8.4,1390,13.0,450,14.0,98.084,1.849,8.208,equiaxed,2.75,FCC/HCP Co,carbides,cellular/dendritic CoCr,860.61,1048.33,8.13,283.0,222.5,8.24,A
demo_0340,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Arcam Q10,140.5,1155.953,73.12,40.0,1000,XZ,vertical,as-built,8.44,1320,9.8,429,12.8,97.78,2.157,19.886,columnar,1.76,gamma,carbides/Laves possible,dendritic gamma matrix,802.75,904.62,30.23,249.71,206.46,18.71,A
demo_0341,demo_synthetic_literature_style,CoCrMo,Co alloy,Co,PBF,L-PBF,WAAM lab system,343.41,618.131,98.52,60.0,120,XY,vertical,solution treated,8.4,1390,13.0,450,14.0,98.613,1.349,10.204,columnar,3.84,FCC/HCP Co,carbides,cellular/dendritic CoCr,878.25,978.33,8.62,251.53,214.59,14.37,B
demo_0342,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,Concept Laser M2,337.08,695.242,123.78,30.0,100,XZ,45deg,as-built,2.68,580,160.0,910,20.5,98.897,1.073,7.749,equiaxed,4.91,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,275.51,373.91,8.17,77.28,67.95,22.15,B
demo_0343,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,SLM 280,294.6,701.016,115.62,20.0,80,XY,vertical,as-built,7.8,1427,28.6,460,10.4,98.954,1.011,3.557,equiaxed,2.63,martensite,carbides,martensitic/carbide structure,1265.7,1476.62,8.84,419.57,208.69,8.04,A
demo_0344,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,SLM 280,343.98,519.423,86.39,50.0,500,45deg,vertical,as-built,4.43,1660,7.1,560,8.6,98.644,1.308,14.561,cellular,3.5,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1092.4,1300.22,14.1,360.79,102.11,13.96,B
demo_0345,demo_synthetic_literature_style,17-4PH,precipitation-hardening steel,Fe,DED,L-DED,SLM 280,782.72,28.257,827.77,208.38,80,Z,45deg,HIP,7.8,1420,16.0,460,10.4,98.863,1.133,36.097,cellular,1.66,martensite/ferrite,Cu-rich precipitates,martensitic or ferritic-martensitic,893.42,1011.24,15.86,270.3,200.5,16.03,C
demo_0346,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,DED,WAAM,Renishaw AM250,1172.88,5.842,850.71,962.19,80,XZ,horizontal,as-built,8.19,1298,11.4,435,13.0,98.818,1.228,59.482,equiaxed,4.04,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,995.76,1183.77,19.54,346.75,207.89,19.87,B
demo_0347,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,DED,L-DED,EOS M290,544.96,14.441,1102.33,747.19,500,Z,45deg,as-built,8.1,1413,14.2,452,10.3,97.76,2.33,58.873,equiaxed,1.72,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1158.07,1291.06,9.08,351.23,178.72,27.44,B
demo_0348,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,WAAM lab system,318.14,1027.98,90.06,40.0,80,Z,horizontal,stress relieved,8.9,1085,320.0,380,17.0,98.832,1.051,7.837,equiaxed,2.75,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",425.34,613.43,18.45,126.01,129.77,14.11,B
demo_0349,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,SLM 280,165.39,665.532,109.51,60.0,1000,Z,vertical,stress relieved,7.99,1385,16.2,500,16.0,98.712,1.324,13.925,equiaxed,3.36,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",587.17,815.32,28.72,174.66,184.32,22.63,B
demo_0350,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,PBF,L-PBF,Arcam Q10,368.55,1470.137,97.55,60.0,80,45deg,45deg,aged,4.43,1660,7.1,560,8.6,98.392,1.57,7.054,mixed columnar-equiaxed,5.44,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1247.2,1447.92,8.62,385.02,117.61,9.72,A
demo_0351,demo_synthetic_literature_style,IN625,Ni superalloy,Ni,PBF,L-PBF,Optomec LENS,277.48,1350.431,129.77,50.0,70,XY,vertical,solution treated,8.44,1320,9.8,429,12.8,98.345,1.758,8.047,mixed columnar-equiaxed,2.58,gamma,carbides/Laves possible,dendritic gamma matrix,677.7,825.3,29.9,220.26,202.68,5.92,A
demo_0352,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,PBF,L-PBF,EOS M290,258.12,630.645,93.85,20.0,1000,45deg,horizontal,as-built,8.9,1085,320.0,380,17.0,98.474,1.65,12.506,equiaxed,4.77,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",363.83,514.9,19.15,115.98,111.51,20.57,C
demo_0353,demo_synthetic_literature_style,Ti6Al4V,titanium alloy,Ti,DED,L-DED,SLM 280,830.35,17.936,638.83,657.91,1000,XY,horizontal,solution treated,4.43,1660,7.1,560,8.6,98.627,1.472,56.764,dendritic,2.57,alpha/beta,alpha-prime martensite possible,"prior beta grains, alpha-prime laths",1017.92,1254.43,12.73,347.49,106.89,20.83,A
demo_0354,demo_synthetic_literature_style,H13 Tool Steel,tool steel,Fe,PBF,L-PBF,Concept Laser M2,190.31,1050.759,116.24,50.0,80,Z,45deg,HIP,7.8,1427,28.6,460,10.4,98.206,1.674,14.181,mixed columnar-equiaxed,1.84,martensite,carbides,martensitic/carbide structure,1219.75,1312.94,8.63,441.17,214.24,9.46,A
demo_0355,demo_synthetic_literature_style,Maraging Steel M300,maraging steel,Fe,DED,L-DED,Arcam Q10,1588.62,19.804,684.42,364.93,500,XZ,vertical,aged,8.1,1413,14.2,452,10.3,97.757,2.241,34.125,dendritic,2.3,martensite,Ni-Ti-Mo precipitates after aging,martensitic with age hardening,1321.79,1452.56,7.57,426.87,197.0,25.04,A
demo_0356,demo_synthetic_literature_style,AlSi10Mg,Al alloy,Al,PBF,L-PBF,EOS M290,343.83,1269.75,113.45,30.0,80,45deg,horizontal,solution treated,2.68,580,160.0,910,20.5,98.903,1.144,28.315,columnar,2.88,alpha-Al,Si network/Mg2Si,fine cellular Al-Si network,287.08,463.81,5.15,97.91,71.91,11.68,C
demo_0357,demo_synthetic_literature_style,IN718,Ni superalloy,Ni,PBF,L-PBF,Concept Laser M2,131.15,1053.762,104.55,40.0,120,45deg,45deg,stress relieved,8.19,1298,11.4,435,13.0,98.244,1.731,28.56,dendritic,2.68,gamma,gamma prime/gamma double prime/Laves/delta,cellular-dendritic gamma matrix,1069.11,1203.93,13.16,389.52,209.43,7.93,B
demo_0358,demo_synthetic_literature_style,CuCrZr,Cu alloy,Cu,DED,L-DED,SLM 280,1245.69,28.718,1079.89,788.76,100,XY,horizontal,as-built,8.9,1085,320.0,380,17.0,98.665,1.353,61.186,dendritic,2.63,Cu,Cr/Zr-rich precipitates,"Cu matrix, high-conductivity processing sensitive",331.8,453.89,19.73,91.01,128.47,18.7,B
demo_0359,demo_synthetic_literature_style,316L,stainless steel,Fe,DED,WAAM,Optomec LENS,1347.35,5.536,2462.67,1151.92,500,XY,horizontal,as-built,7.99,1385,16.2,500,16.0,98.543,1.38,81.537,columnar,1.0,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",445.16,536.29,28.99,149.61,187.5,16.07,A
demo_0360,demo_synthetic_literature_style,316L,stainless steel,Fe,PBF,L-PBF,Renishaw AM250,377.15,717.798,76.38,30.0,70,45deg,45deg,as-built,7.99,1385,16.2,500,16.0,98.442,1.686,17.997,equiaxed,2.49,austenite,delta ferrite/carbides possible,"cellular austenitic, melt-pool boundaries",517.21,753.53,33.09,160.28,189.15,19.63,C
